Ticker,Compared_To,Correlation
HCLTECH,LT,0.22
HDFCBANK,LT,0.34
HDFCLIFE,LT,0.25
HEROMOTOCO,LT,0.19
HINDALCO,LT,0.33
HINDUNILVR,LT,0.02
ICICIBANK,LT,0.41
INDUSINDBK,LT,0.42
INFY,LT,0.22
ITC,LT,0.25
JSWSTEEL,LT,0.49
KOTAKBANK,LT,0.27
LT,LT,1.0
M&M,LT,0.36
MARUTI,LT,0.33
NESTLEIND,LT,0.09
NTPC,LT,0.54
ONGC,LT,0.54
POWERGRID,LT,0.45
RELIANCE,LT,0.54
SBILIFE,LT,0.33
SBIN,LT,0.49
SHRIRAMFIN,LT,0.47
SUNPHARMA,LT,0.17
TATACONSUM,LT,0.17
TATAMOTORS,LT,0.35
TATASTEEL,LT,0.48
TCS,LT,0.21
TECHM,LT,0.2
TITAN,LT,0.22
TRENT,LT,0.17
ULTRACEMCO,LT,0.47
WIPRO,LT,0.32
ADANIENT,M&M,0.31
ADANIPORTS,M&M,0.32
APOLLOHOSP,M&M,0.24
ASIANPAINT,M&M,0.12
AXISBANK,M&M,0.24
BAJAJ-AUTO,M&M,0.27
BAJAJFINSV,M&M,0.33
BAJFINANCE,M&M,0.25
BEL,M&M,0.37
BHARTIARTL,M&M,0.28
BPCL,M&M,0.28
BRITANNIA,M&M,0.12
CIPLA,M&M,0.18
COALINDIA,M&M,0.29
DRREDDY,M&M,0.23
EICHERMOT,M&M,0.35
GRASIM,M&M,0.3
HCLTECH,M&M,0.21
HDFCBANK,M&M,0.32
HDFCLIFE,M&M,0.2
HEROMOTOCO,M&M,0.36
HINDALCO,M&M,0.3
HINDUNILVR,M&M,0.13
ICICIBANK,M&M,0.31
INDUSINDBK,M&M,0.37
INFY,M&M,0.23
ITC,M&M,0.19
JSWSTEEL,M&M,0.41
KOTAKBANK,M&M,0.23
LT,M&M,0.36
M&M,M&M,1.0
MARUTI,M&M,0.39
NESTLEIND,M&M,0.21
NTPC,M&M,0.33
ONGC,M&M,0.28
POWERGRID,M&M,0.3
RELIANCE,M&M,0.3
SBILIFE,M&M,0.21
SBIN,M&M,0.31
SHRIRAMFIN,M&M,0.37
SUNPHARMA,M&M,0.28
TATACONSUM,M&M,0.17
TATAMOTORS,M&M,0.41
TATASTEEL,M&M,0.42
TCS,M&M,0.18
TECHM,M&M,0.21
TITAN,M&M,0.28
TRENT,M&M,0.26
ULTRACEMCO,M&M,0.43
WIPRO,M&M,0.3
ADANIENT,MARUTI,0.32
ADANIPORTS,MARUTI,0.3
APOLLOHOSP,MARUTI,0.19
ASIANPAINT,MARUTI,0.25
AXISBANK,MARUTI,0.25
BAJAJ-AUTO,MARUTI,0.34
BAJAJFINSV,MARUTI,0.32
BAJFINANCE,MARUTI,0.27
BEL,MARUTI,0.22
BHARTIARTL,MARUTI,0.35
BPCL,MARUTI,0.3
BRITANNIA,MARUTI,0.17
CIPLA,MARUTI,0.07
COALINDIA,MARUTI,0.26
DRREDDY,MARUTI,0.14
EICHERMOT,MARUTI,0.39
GRASIM,MARUTI,0.29
HCLTECH,MARUTI,0.21
HDFCBANK,MARUTI,0.24
HDFCLIFE,MARUTI,0.24
HEROMOTOCO,MARUTI,0.29
HINDALCO,MARUTI,0.28
HINDUNILVR,MARUTI,0.15
ICICIBANK,MARUTI,0.23
INDUSINDBK,MARUTI,0.3
INFY,MARUTI,0.12
ITC,MARUTI,0.24
JSWSTEEL,MARUTI,0.36
KOTAKBANK,MARUTI,0.21
LT,MARUTI,0.33
M&M,MARUTI,0.39
MARUTI,MARUTI,1.0
NESTLEIND,MARUTI,0.25
NTPC,MARUTI,0.28
ONGC,MARUTI,0.29
POWERGRID,MARUTI,0.28
RELIANCE,MARUTI,0.36
SBILIFE,MARUTI,0.29
SBIN,MARUTI,0.28
SHRIRAMFIN,MARUTI,0.28
SUNPHARMA,MARUTI,0.19
TATACONSUM,MARUTI,0.19
TATAMOTORS,MARUTI,0.39
TATASTEEL,MARUTI,0.38
TCS,MARUTI,0.16
TECHM,MARUTI,0.14
TITAN,MARUTI,0.32
TRENT,MARUTI,0.18
ULTRACEMCO,MARUTI,0.35
WIPRO,MARUTI,0.2
ADANIENT,NESTLEIND,0.1
ADANIPORTS,NESTLEIND,0.09
APOLLOHOSP,NESTLEIND,0.22
ASIANPAINT,NESTLEIND,0.27
AXISBANK,NESTLEIND,0.15
BAJAJ-AUTO,NESTLEIND,0.16
BAJAJFINSV,NESTLEIND,0.28
BAJFINANCE,NESTLEIND,0.25
BEL,NESTLEIND,0.06
BHARTIARTL,NESTLEIND,0.1
BPCL,NESTLEIND,0.06
BRITANNIA,NESTLEIND,0.48
CIPLA,NESTLEIND,0.11
COALINDIA,NESTLEIND,0.08
DRREDDY,NESTLEIND,0.25
EICHERMOT,NESTLEIND,0.12
GRASIM,NESTLEIND,0.27
HCLTECH,NESTLEIND,0.09
HDFCBANK,NESTLEIND,0.06
HDFCLIFE,NESTLEIND,0.14
HEROMOTOCO,NESTLEIND,0.24
HINDALCO,NESTLEIND,0.13
HINDUNILVR,NESTLEIND,0.48
ICICIBANK,NESTLEIND,0.11
INDUSINDBK,NESTLEIND,0.17
INFY,NESTLEIND,0.07
ITC,NESTLEIND,0.38
JSWSTEEL,NESTLEIND,0.17
KOTAKBANK,NESTLEIND,0.11
LT,NESTLEIND,0.09
M&M,NESTLEIND,0.21
MARUTI,NESTLEIND,0.25
NESTLEIND,NESTLEIND,1.0
NTPC,NESTLEIND,0.08
ONGC,NESTLEIND,0.03
POWERGRID,NESTLEIND,0.09
RELIANCE,NESTLEIND,0.18
SBILIFE,NESTLEIND,0.19
SBIN,NESTLEIND,0.04
SHRIRAMFIN,NESTLEIND,0.13
SUNPHARMA,NESTLEIND,0.16
TATACONSUM,NESTLEIND,0.38
TATAMOTORS,NESTLEIND,0.14
TATASTEEL,NESTLEIND,0.13
TCS,NESTLEIND,0.1
TECHM,NESTLEIND,0.05
TITAN,NESTLEIND,0.24
TRENT,NESTLEIND,0.15
ULTRACEMCO,NESTLEIND,0.28
WIPRO,NESTLEIND,0.17
ADANIENT,NTPC,0.55
ADANIPORTS,NTPC,0.61
APOLLOHOSP,NTPC,0.18
ASIANPAINT,NTPC,0.22
AXISBANK,NTPC,0.38
BAJAJ-AUTO,NTPC,0.2
BAJAJFINSV,NTPC,0.4
BAJFINANCE,NTPC,0.32
BEL,NTPC,0.61
BHARTIARTL,NTPC,0.37
BPCL,NTPC,0.61
BRITANNIA,NTPC,0.08
CIPLA,NTPC,0.09
COALINDIA,NTPC,0.62
DRREDDY,NTPC,0.21
EICHERMOT,NTPC,0.27
GRASIM,NTPC,0.39
HCLTECH,NTPC,0.15
HDFCBANK,NTPC,0.34
HDFCLIFE,NTPC,0.19
HEROMOTOCO,NTPC,0.14
HINDALCO,NTPC,0.36
HINDUNILVR,NTPC,-0.05
ICICIBANK,NTPC,0.35
INDUSINDBK,NTPC,0.45
INFY,NTPC,0.11
ITC,NTPC,0.23
JSWSTEEL,NTPC,0.51
KOTAKBANK,NTPC,0.23
LT,NTPC,0.54
M&M,NTPC,0.33
MARUTI,NTPC,0.28
NESTLEIND,NTPC,0.08
NTPC,NTPC,1.0
ONGC,NTPC,0.64
POWERGRID,NTPC,0.71
RELIANCE,NTPC,0.55
SBILIFE,NTPC,0.22
SBIN,NTPC,0.59
SHRIRAMFIN,NTPC,0.47
SUNPHARMA,NTPC,0.23
TATACONSUM,NTPC,0.18
TATAMOTORS,NTPC,0.41
TATASTEEL,NTPC,0.54
TCS,NTPC,0.11
TECHM,NTPC,0.18
TITAN,NTPC,0.33
TRENT,NTPC,0.23
ULTRACEMCO,NTPC,0.46
WIPRO,NTPC,0.19
ADANIENT,ONGC,0.49
ADANIPORTS,ONGC,0.53
APOLLOHOSP,ONGC,0.17
ASIANPAINT,ONGC,0.13
AXISBANK,ONGC,0.32
BAJAJ-AUTO,ONGC,0.19
BAJAJFINSV,ONGC,0.32
BAJFINANCE,ONGC,0.32
BEL,ONGC,0.58
BHARTIARTL,ONGC,0.34
BPCL,ONGC,0.6
BRITANNIA,ONGC,0.04
CIPLA,ONGC,0.02
COALINDIA,ONGC,0.65
DRREDDY,ONGC,0.18
EICHERMOT,ONGC,0.24
GRASIM,ONGC,0.33
HCLTECH,ONGC,0.22
HDFCBANK,ONGC,0.28
HDFCLIFE,ONGC,0.2
HEROMOTOCO,ONGC,0.2
HINDALCO,ONGC,0.41
HINDUNILVR,ONGC,-0.02
ICICIBANK,ONGC,0.27
INDUSINDBK,ONGC,0.33
INFY,ONGC,0.23
ITC,ONGC,0.2
JSWSTEEL,ONGC,0.44
KOTAKBANK,ONGC,0.24
LT,ONGC,0.54
M&M,ONGC,0.28
MARUTI,ONGC,0.29
NESTLEIND,ONGC,0.03
NTPC,ONGC,0.64
ONGC,ONGC,1.0
POWERGRID,ONGC,0.51
RELIANCE,ONGC,0.55
SBILIFE,ONGC,0.27
SBIN,ONGC,0.57
SHRIRAMFIN,ONGC,0.45
SUNPHARMA,ONGC,0.22
TATACONSUM,ONGC,0.17
TATAMOTORS,ONGC,0.44
TATASTEEL,ONGC,0.5
TCS,ONGC,0.17
TECHM,ONGC,0.23
TITAN,ONGC,0.2
TRENT,ONGC,0.21
ULTRACEMCO,ONGC,0.41
WIPRO,ONGC,0.29
ADANIENT,POWERGRID,0.4
ADANIPORTS,POWERGRID,0.51
APOLLOHOSP,POWERGRID,0.18
ASIANPAINT,POWERGRID,0.11
AXISBANK,POWERGRID,0.3
BAJAJ-AUTO,POWERGRID,0.17
BAJAJFINSV,POWERGRID,0.32
BAJFINANCE,POWERGRID,0.25
BEL,POWERGRID,0.54
BHARTIARTL,POWERGRID,0.31
BPCL,POWERGRID,0.54
BRITANNIA,POWERGRID,-0.03
CIPLA,POWERGRID,0.12
COALINDIA,POWERGRID,0.53
DRREDDY,POWERGRID,0.19
EICHERMOT,POWERGRID,0.21
GRASIM,POWERGRID,0.36
HCLTECH,POWERGRID,0.11
HDFCBANK,POWERGRID,0.32
HDFCLIFE,POWERGRID,0.1
HEROMOTOCO,POWERGRID,0.13
HINDALCO,POWERGRID,0.37
HINDUNILVR,POWERGRID,-0.09
ICICIBANK,POWERGRID,0.3
INDUSINDBK,POWERGRID,0.34
INFY,POWERGRID,0.09
ITC,POWERGRID,0.12
JSWSTEEL,POWERGRID,0.45
KOTAKBANK,POWERGRID,0.19
LT,POWERGRID,0.45
M&M,POWERGRID,0.3
MARUTI,POWERGRID,0.28
NESTLEIND,POWERGRID,0.09
NTPC,POWERGRID,0.71
ONGC,POWERGRID,0.51
POWERGRID,POWERGRID,1.0
RELIANCE,POWERGRID,0.48
SBILIFE,POWERGRID,0.15
SBIN,POWERGRID,0.5
SHRIRAMFIN,POWERGRID,0.36
SUNPHARMA,POWERGRID,0.25
TATACONSUM,POWERGRID,0.15
TATAMOTORS,POWERGRID,0.36
TATASTEEL,POWERGRID,0.5
TCS,POWERGRID,0.1
TECHM,POWERGRID,0.15
TITAN,POWERGRID,0.21
TRENT,POWERGRID,0.2
ULTRACEMCO,POWERGRID,0.4
WIPRO,POWERGRID,0.16
ADANIENT,RELIANCE,0.49
ADANIPORTS,RELIANCE,0.52
APOLLOHOSP,RELIANCE,0.23
ASIANPAINT,RELIANCE,0.29
AXISBANK,RELIANCE,0.43
BAJAJ-AUTO,RELIANCE,0.26
BAJAJFINSV,RELIANCE,0.42
BAJFINANCE,RELIANCE,0.41
BEL,RELIANCE,0.5
BHARTIARTL,RELIANCE,0.35
BPCL,RELIANCE,0.48
BRITANNIA,RELIANCE,0.14
CIPLA,RELIANCE,0.05
COALINDIA,RELIANCE,0.51
DRREDDY,RELIANCE,0.17
EICHERMOT,RELIANCE,0.33
GRASIM,RELIANCE,0.39
HCLTECH,RELIANCE,0.28
HDFCBANK,RELIANCE,0.3
HDFCLIFE,RELIANCE,0.21
HEROMOTOCO,RELIANCE,0.24
HINDALCO,RELIANCE,0.33
HINDUNILVR,RELIANCE,0.09
ICICIBANK,RELIANCE,0.39
INDUSINDBK,RELIANCE,0.4
INFY,RELIANCE,0.19
ITC,RELIANCE,0.3
JSWSTEEL,RELIANCE,0.42
KOTAKBANK,RELIANCE,0.34
LT,RELIANCE,0.54
M&M,RELIANCE,0.3
MARUTI,RELIANCE,0.36
NESTLEIND,RELIANCE,0.18
NTPC,RELIANCE,0.55
ONGC,RELIANCE,0.55
POWERGRID,RELIANCE,0.48
RELIANCE,RELIANCE,1.0
SBILIFE,RELIANCE,0.28
SBIN,RELIANCE,0.55
SHRIRAMFIN,RELIANCE,0.46
SUNPHARMA,RELIANCE,0.28
TATACONSUM,RELIANCE,0.2
TATAMOTORS,RELIANCE,0.4
TATASTEEL,RELIANCE,0.45
TCS,RELIANCE,0.24
TECHM,RELIANCE,0.26
TITAN,RELIANCE,0.33
TRENT,RELIANCE,0.28
ULTRACEMCO,RELIANCE,0.49
WIPRO,RELIANCE,0.35
ADANIENT,SBILIFE,0.29
ADANIPORTS,SBILIFE,0.28
APOLLOHOSP,SBILIFE,0.16
ASIANPAINT,SBILIFE,0.21
AXISBANK,SBILIFE,0.18
BAJAJ-AUTO,SBILIFE,0.2
BAJAJFINSV,SBILIFE,0.42
BAJFINANCE,SBILIFE,0.34
BEL,SBILIFE,0.2
BHARTIARTL,SBILIFE,0.24
BPCL,SBILIFE,0.24
BRITANNIA,SBILIFE,0.09
CIPLA,SBILIFE,0.12
COALINDIA,SBILIFE,0.24
DRREDDY,SBILIFE,0.2
EICHERMOT,SBILIFE,0.33
GRASIM,SBILIFE,0.24
HCLTECH,SBILIFE,0.2
HDFCBANK,SBILIFE,0.21
HDFCLIFE,SBILIFE,0.59
HEROMOTOCO,SBILIFE,0.21
HINDALCO,SBILIFE,0.17
HINDUNILVR,SBILIFE,0.28
ICICIBANK,SBILIFE,0.21
INDUSINDBK,SBILIFE,0.22
INFY,SBILIFE,0.16
ITC,SBILIFE,0.21
JSWSTEEL,SBILIFE,0.22
KOTAKBANK,SBILIFE,0.27
LT,SBILIFE,0.33
M&M,SBILIFE,0.21
MARUTI,SBILIFE,0.29
NESTLEIND,SBILIFE,0.19
NTPC,SBILIFE,0.22
ONGC,SBILIFE,0.27
POWERGRID,SBILIFE,0.15
RELIANCE,SBILIFE,0.28
SBILIFE,SBILIFE,1.0
SBIN,SBILIFE,0.27
SHRIRAMFIN,SBILIFE,0.35
SUNPHARMA,SBILIFE,0.15
TATACONSUM,SBILIFE,0.21
TATAMOTORS,SBILIFE,0.23
TATASTEEL,SBILIFE,0.23
TCS,SBILIFE,0.17
TECHM,SBILIFE,0.14
TITAN,SBILIFE,0.2
TRENT,SBILIFE,0.18
ULTRACEMCO,SBILIFE,0.26
WIPRO,SBILIFE,0.25
ADANIENT,SBIN,0.55
ADANIPORTS,SBIN,0.58
APOLLOHOSP,SBIN,0.17
ASIANPAINT,SBIN,0.1
AXISBANK,SBIN,0.51
BAJAJ-AUTO,SBIN,0.14
BAJAJFINSV,SBIN,0.42
BAJFINANCE,SBIN,0.39
BEL,SBIN,0.58
BHARTIARTL,SBIN,0.29
BPCL,SBIN,0.53
BRITANNIA,SBIN,-0.0
CIPLA,SBIN,0.02
COALINDIA,SBIN,0.51
DRREDDY,SBIN,0.14
EICHERMOT,SBIN,0.31
GRASIM,SBIN,0.43
HCLTECH,SBIN,0.21
HDFCBANK,SBIN,0.36
HDFCLIFE,SBIN,0.21
HEROMOTOCO,SBIN,0.13
HINDALCO,SBIN,0.33
HINDUNILVR,SBIN,-0.06
ICICIBANK,SBIN,0.51
INDUSINDBK,SBIN,0.46
INFY,SBIN,0.17
ITC,SBIN,0.26
JSWSTEEL,SBIN,0.44
KOTAKBANK,SBIN,0.28
LT,SBIN,0.49
M&M,SBIN,0.31
MARUTI,SBIN,0.28
NESTLEIND,SBIN,0.04
NTPC,SBIN,0.59
ONGC,SBIN,0.57
POWERGRID,SBIN,0.5
RELIANCE,SBIN,0.55
SBILIFE,SBIN,0.27
SBIN,SBIN,1.0
SHRIRAMFIN,SBIN,0.51
SUNPHARMA,SBIN,0.11
TATACONSUM,SBIN,0.11
TATAMOTORS,SBIN,0.37
TATASTEEL,SBIN,0.48
TCS,SBIN,0.16
TECHM,SBIN,0.18
TITAN,SBIN,0.21
TRENT,SBIN,0.27
ULTRACEMCO,SBIN,0.43
WIPRO,SBIN,0.23
ADANIENT,SHRIRAMFIN,0.42
ADANIPORTS,SHRIRAMFIN,0.47
APOLLOHOSP,SHRIRAMFIN,0.27
ASIANPAINT,SHRIRAMFIN,0.21
AXISBANK,SHRIRAMFIN,0.43
BAJAJ-AUTO,SHRIRAMFIN,0.29
BAJAJFINSV,SHRIRAMFIN,0.49
BAJFINANCE,SHRIRAMFIN,0.46
BEL,SHRIRAMFIN,0.47
BHARTIARTL,SHRIRAMFIN,0.35
BPCL,SHRIRAMFIN,0.41
BRITANNIA,SHRIRAMFIN,0.12
CIPLA,SHRIRAMFIN,0.08
COALINDIA,SHRIRAMFIN,0.43
DRREDDY,SHRIRAMFIN,0.15
EICHERMOT,SHRIRAMFIN,0.36
GRASIM,SHRIRAMFIN,0.36
HCLTECH,SHRIRAMFIN,0.22
HDFCBANK,SHRIRAMFIN,0.35
HDFCLIFE,SHRIRAMFIN,0.3
HEROMOTOCO,SHRIRAMFIN,0.26
HINDALCO,SHRIRAMFIN,0.33
HINDUNILVR,SHRIRAMFIN,0.04
ICICIBANK,SHRIRAMFIN,0.45
INDUSINDBK,SHRIRAMFIN,0.44
INFY,SHRIRAMFIN,0.15
ITC,SHRIRAMFIN,0.23
JSWSTEEL,SHRIRAMFIN,0.43
KOTAKBANK,SHRIRAMFIN,0.28
LT,SHRIRAMFIN,0.47
M&M,SHRIRAMFIN,0.37
MARUTI,SHRIRAMFIN,0.28
NESTLEIND,SHRIRAMFIN,0.13
NTPC,SHRIRAMFIN,0.47
ONGC,SHRIRAMFIN,0.45
POWERGRID,SHRIRAMFIN,0.36
RELIANCE,SHRIRAMFIN,0.46
SBILIFE,SHRIRAMFIN,0.35
SBIN,SHRIRAMFIN,0.51
SHRIRAMFIN,SHRIRAMFIN,1.0
SUNPHARMA,SHRIRAMFIN,0.2
TATACONSUM,SHRIRAMFIN,0.18
TATAMOTORS,SHRIRAMFIN,0.35
TATASTEEL,SHRIRAMFIN,0.45
TCS,SHRIRAMFIN,0.12
TECHM,SHRIRAMFIN,0.22
TITAN,SHRIRAMFIN,0.25
TRENT,SHRIRAMFIN,0.22
ULTRACEMCO,SHRIRAMFIN,0.49
WIPRO,SHRIRAMFIN,0.3
ADANIENT,SUNPHARMA,0.18
ADANIPORTS,SUNPHARMA,0.22
APOLLOHOSP,SUNPHARMA,0.29
ASIANPAINT,SUNPHARMA,0.22
AXISBANK,SUNPHARMA,0.15
BAJAJ-AUTO,SUNPHARMA,0.16
BAJAJFINSV,SUNPHARMA,0.21
BAJFINANCE,SUNPHARMA,0.13
BEL,SUNPHARMA,0.17
BHARTIARTL,SUNPHARMA,0.26
BPCL,SUNPHARMA,0.21
BRITANNIA,SUNPHARMA,0.19
CIPLA,SUNPHARMA,0.42
COALINDIA,SUNPHARMA,0.18
DRREDDY,SUNPHARMA,0.41
EICHERMOT,SUNPHARMA,0.17
GRASIM,SUNPHARMA,0.22
HCLTECH,SUNPHARMA,0.16
HDFCBANK,SUNPHARMA,0.07
HDFCLIFE,SUNPHARMA,0.16
HEROMOTOCO,SUNPHARMA,0.23
HINDALCO,SUNPHARMA,0.25
HINDUNILVR,SUNPHARMA,0.06
ICICIBANK,SUNPHARMA,0.2
INDUSINDBK,SUNPHARMA,0.11
INFY,SUNPHARMA,0.15
ITC,SUNPHARMA,0.19
JSWSTEEL,SUNPHARMA,0.25
KOTAKBANK,SUNPHARMA,0.09
LT,SUNPHARMA,0.17
M&M,SUNPHARMA,0.28
MARUTI,SUNPHARMA,0.19
NESTLEIND,SUNPHARMA,0.16
NTPC,SUNPHARMA,0.23
ONGC,SUNPHARMA,0.22
POWERGRID,SUNPHARMA,0.25
RELIANCE,SUNPHARMA,0.28
SBILIFE,SUNPHARMA,0.15
SBIN,SUNPHARMA,0.11
SHRIRAMFIN,SUNPHARMA,0.2
SUNPHARMA,SUNPHARMA,1.0
TATACONSUM,SUNPHARMA,0.16
TATAMOTORS,SUNPHARMA,0.29
TATASTEEL,SUNPHARMA,0.26
TCS,SUNPHARMA,0.14
TECHM,SUNPHARMA,0.16
TITAN,SUNPHARMA,0.22
TRENT,SUNPHARMA,0.26
ULTRACEMCO,SUNPHARMA,0.24
WIPRO,SUNPHARMA,0.19
ADANIENT,TATACONSUM,0.21
ADANIPORTS,TATACONSUM,0.22
APOLLOHOSP,TATACONSUM,0.09
ASIANPAINT,TATACONSUM,0.25
AXISBANK,TATACONSUM,0.14
BAJAJ-AUTO,TATACONSUM,0.19
BAJAJFINSV,TATACONSUM,0.29
BAJFINANCE,TATACONSUM,0.22
BEL,TATACONSUM,0.17
BHARTIARTL,TATACONSUM,0.25
BPCL,TATACONSUM,0.16
BRITANNIA,TATACONSUM,0.41
CIPLA,TATACONSUM,0.07
COALINDIA,TATACONSUM,0.21
DRREDDY,TATACONSUM,0.12
EICHERMOT,TATACONSUM,0.18
GRASIM,TATACONSUM,0.28
HCLTECH,TATACONSUM,0.2
HDFCBANK,TATACONSUM,0.11
HDFCLIFE,TATACONSUM,0.21
HEROMOTOCO,TATACONSUM,0.22
HINDALCO,TATACONSUM,0.18
HINDUNILVR,TATACONSUM,0.43
ICICIBANK,TATACONSUM,0.12
INDUSINDBK,TATACONSUM,0.26
INFY,TATACONSUM,0.26
ITC,TATACONSUM,0.31
JSWSTEEL,TATACONSUM,0.23
KOTAKBANK,TATACONSUM,0.19
LT,TATACONSUM,0.17
M&M,TATACONSUM,0.17
MARUTI,TATACONSUM,0.19
NESTLEIND,TATACONSUM,0.38
NTPC,TATACONSUM,0.18
ONGC,TATACONSUM,0.17
POWERGRID,TATACONSUM,0.15
RELIANCE,TATACONSUM,0.2
SBILIFE,TATACONSUM,0.21
SBIN,TATACONSUM,0.11
SHRIRAMFIN,TATACONSUM,0.18
SUNPHARMA,TATACONSUM,0.16
TATACONSUM,TATACONSUM,1.0
TATAMOTORS,TATACONSUM,0.17
TATASTEEL,TATACONSUM,0.23
TCS,TATACONSUM,0.27
TECHM,TATACONSUM,0.21
TITAN,TATACONSUM,0.31
TRENT,TATACONSUM,0.18
ULTRACEMCO,TATACONSUM,0.25
WIPRO,TATACONSUM,0.25
ADANIENT,TATAMOTORS,0.33
ADANIPORTS,TATAMOTORS,0.34
APOLLOHOSP,TATAMOTORS,0.2
ASIANPAINT,TATAMOTORS,0.1
AXISBANK,TATAMOTORS,0.24
BAJAJ-AUTO,TATAMOTORS,0.3
BAJAJFINSV,TATAMOTORS,0.28
BAJFINANCE,TATAMOTORS,0.21
BEL,TATAMOTORS,0.37
BHARTIARTL,TATAMOTORS,0.26
BPCL,TATAMOTORS,0.44
BRITANNIA,TATAMOTORS,0.1
CIPLA,TATAMOTORS,0.05
COALINDIA,TATAMOTORS,0.41
DRREDDY,TATAMOTORS,0.21
EICHERMOT,TATAMOTORS,0.32
GRASIM,TATAMOTORS,0.34
HCLTECH,TATAMOTORS,0.25
HDFCBANK,TATAMOTORS,0.22
HDFCLIFE,TATAMOTORS,0.21
HEROMOTOCO,TATAMOTORS,0.29
HINDALCO,TATAMOTORS,0.37
HINDUNILVR,TATAMOTORS,0.08
ICICIBANK,TATAMOTORS,0.2
INDUSINDBK,TATAMOTORS,0.33
INFY,TATAMOTORS,0.19
ITC,TATAMOTORS,0.19
JSWSTEEL,TATAMOTORS,0.41
KOTAKBANK,TATAMOTORS,0.16
LT,TATAMOTORS,0.35
M&M,TATAMOTORS,0.41
MARUTI,TATAMOTORS,0.39
NESTLEIND,TATAMOTORS,0.14
NTPC,TATAMOTORS,0.41
ONGC,TATAMOTORS,0.44
POWERGRID,TATAMOTORS,0.36
RELIANCE,TATAMOTORS,0.4
SBILIFE,TATAMOTORS,0.23
SBIN,TATAMOTORS,0.37
SHRIRAMFIN,TATAMOTORS,0.35
SUNPHARMA,TATAMOTORS,0.29
TATACONSUM,TATAMOTORS,0.17
TATAMOTORS,TATAMOTORS,1.0
TATASTEEL,TATAMOTORS,0.53
TCS,TATAMOTORS,0.25
TECHM,TATAMOTORS,0.28
TITAN,TATAMOTORS,0.27
TRENT,TATAMOTORS,0.22
ULTRACEMCO,TATAMOTORS,0.36
WIPRO,TATAMOTORS,0.32
ADANIENT,TATASTEEL,0.43
ADANIPORTS,TATASTEEL,0.46
APOLLOHOSP,TATASTEEL,0.26
ASIANPAINT,TATASTEEL,0.29
AXISBANK,TATASTEEL,0.36
BAJAJ-AUTO,TATASTEEL,0.29
BAJAJFINSV,TATASTEEL,0.47
BAJFINANCE,TATASTEEL,0.39
BEL,TATASTEEL,0.52
BHARTIARTL,TATASTEEL,0.31
BPCL,TATASTEEL,0.47
BRITANNIA,TATASTEEL,0.11
CIPLA,TATASTEEL,0.13
COALINDIA,TATASTEEL,0.53
DRREDDY,TATASTEEL,0.2
EICHERMOT,TATASTEEL,0.32
GRASIM,TATASTEEL,0.46
HCLTECH,TATASTEEL,0.27
HDFCBANK,TATASTEEL,0.39
HDFCLIFE,TATASTEEL,0.26
HEROMOTOCO,TATASTEEL,0.28
HINDALCO,TATASTEEL,0.63
HINDUNILVR,TATASTEEL,0.09
ICICIBANK,TATASTEEL,0.34
INDUSINDBK,TATASTEEL,0.41
INFY,TATASTEEL,0.18
ITC,TATASTEEL,0.24
JSWSTEEL,TATASTEEL,0.79
KOTAKBANK,TATASTEEL,0.26
LT,TATASTEEL,0.48
M&M,TATASTEEL,0.42
MARUTI,TATASTEEL,0.38
NESTLEIND,TATASTEEL,0.13
NTPC,TATASTEEL,0.54
ONGC,TATASTEEL,0.5
POWERGRID,TATASTEEL,0.5
RELIANCE,TATASTEEL,0.45
SBILIFE,TATASTEEL,0.23
SBIN,TATASTEEL,0.48
SHRIRAMFIN,TATASTEEL,0.45
SUNPHARMA,TATASTEEL,0.26
TATACONSUM,TATASTEEL,0.23
TATAMOTORS,TATASTEEL,0.53
TATASTEEL,TATASTEEL,1.0
TCS,TATASTEEL,0.24
TECHM,TATASTEEL,0.28
TITAN,TATASTEEL,0.29
TRENT,TATASTEEL,0.22
ULTRACEMCO,TATASTEEL,0.48
WIPRO,TATASTEEL,0.33
ADANIENT,TCS,0.1
ADANIPORTS,TCS,0.13
APOLLOHOSP,TCS,0.09
ASIANPAINT,TCS,0.15
AXISBANK,TCS,0.11
BAJAJ-AUTO,TCS,0.02
BAJAJFINSV,TCS,0.23
BAJFINANCE,TCS,0.17
BEL,TCS,0.12
BHARTIARTL,TCS,0.18
BPCL,TCS,0.18
BRITANNIA,TCS,0.11
CIPLA,TCS,0.08
COALINDIA,TCS,0.1
DRREDDY,TCS,0.23
EICHERMOT,TCS,0.13
GRASIM,TCS,0.18
HCLTECH,TCS,0.64
HDFCBANK,TCS,0.03
HDFCLIFE,TCS,0.11
HEROMOTOCO,TCS,0.12
HINDALCO,TCS,0.16
HINDUNILVR,TCS,0.15
ICICIBANK,TCS,0.16
INDUSINDBK,TCS,0.07
INFY,TCS,0.72
ITC,TCS,0.17
JSWSTEEL,TCS,0.21
KOTAKBANK,TCS,0.1
LT,TCS,0.21
M&M,TCS,0.18
MARUTI,TCS,0.16
NESTLEIND,TCS,0.1
NTPC,TCS,0.11
ONGC,TCS,0.17
POWERGRID,TCS,0.1
RELIANCE,TCS,0.24
SBILIFE,TCS,0.17
SBIN,TCS,0.16
SHRIRAMFIN,TCS,0.12
SUNPHARMA,TCS,0.14
TATACONSUM,TCS,0.27
TATAMOTORS,TCS,0.25
TATASTEEL,TCS,0.24
